url,withJS_file_path,withoutJS_file_path,report_file_path
https://gimbalsinsider.com,output\gimbalsinsider.com_withJS.html,output\gimbalsinsider.com_withoutJS.html,output\gimbalsinsider.com_compare_report.txt
